2602,General Affairs,2004-07-26,2004-07-26,Miroslav Somol,MS,Náměstek MPO,-,0,Vladimír Špidla
2603,General Affairs,2004-09-13,2004-09-13,Vladimír Müller,MZV,Náměstek MZV,-,0,Stanislav Gross
2604,External Relations,2004-09-13,2004-09-13,Vladimír Müller,MZV,Náměstek MZV,-,0,Stanislav Gross
2605,Competitiveness,2004-09-24,2004-09-24,Martin Jahn,MZV,Místopředseda vlády pro ekonomiku,bezp.,1,Stanislav Gross
2605,Competitiveness,2004-09-24,2004-09-24,Miroslav Somol,MPO,Náměstek MPO,-,1,Stanislav Gross
2605,Competitiveness,2004-09-24,2004-09-24,Petr Kolář,MSMT,Náměstek MSMT,-,1,Stanislav Gross
2606,"Employment, Social Policy, Health and Consumer Affairs",2004-10-04,2004-10-04,Zdeněk Škromach,MPSV,MPSV,ČSSD,1,Stanislav Gross
2607,"Transport, Telecommunications and Energy",2004-10-07,2004-10-07,Milan Šimonovský,MD,MD,KDU-ČSL,1,Stanislav Gross
2608,General Affairs,2004-10-11,2004-10-11,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Stanislav Gross
2609,External Relations,2004-10-11,2004-10-11,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Stanislav Gross
2610,Environment,2004-10-14,2004-10-14,Libor Ambrozek,MŽP,MŽP,KDU-ČSL,1,Stanislav Gross
2611,Agriculture and Fisheries,2004-10-18,2004-10-18,Jaroslav Palas,MZE,MZE,ČSSD,1,Stanislav Gross
2612,Economic and Financial Affairs,2004-10-21,2004-10-21,Bohuslav Sobotka,MF,MF,ČSSD,1,Stanislav Gross
2613,Justice and Home Affairs,2004-10-25,2004-10-25,František Bublan,MV,MV,bezp. za ČSSD,1,Stanislav Gross
2613,Justice and Home Affairs,2004-10-25,2004-10-25,Pavel Němec,MS,MS,US-DEU,1,Stanislav Gross
2614,General Affairs,2004-11-02,2004-11-02,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Stanislav Gross
2615,External Relations,2004-11-02,2004-11-02,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Stanislav Gross
2616,"Education, Youth, Culture and Sport",2004-11-15,2004-11-15,Petra Buzková,MSMT,MSMT,ČSSD,1,Stanislav Gross
2616,"Education, Youth, Culture and Sport",2004-11-15,2004-11-15,Pera Smolíková,MK,Náměstkyně MK,-,1,Stanislav Gross
2617,Economic and Financial Affairs,2004-11-16,2004-11-16,Zdeněk Hrubý,MF,Náměstek MF,-,0,Stanislav Gross
2618,Justice and Home Affairs,2004-11-19,2004-11-19,František Bublan,MV,MV,bezp. za ČSSD,1,Stanislav Gross
2618,Justice and Home Affairs,2004-11-19,2004-11-19,Roman Polášek,MS,Náměstek MS,-,1,Stanislav Gross
2619,Agriculture and Fisheries,2004-11-22,2004-11-22,Miroslav Toman,MZE,Náměstek MZE,-,0,Stanislav Gross
2620,Heads of State or Government,2004-11-05,2004-11-05,Stanislav Gross,MZE,Předseda vlády,ČSSD,1,Stanislav Gross
2621,General Affairs,2004-11-22,2004-11-22,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Stanislav Gross
2622,External Relations,2004-11-23,2004-11-23,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Stanislav Gross
2622,External Relations,2004-11-23,2004-11-23,Hana Ševčíková,MZV,Ředitelka Odboru rozvojové spolupráce a humanitární pomoci,-,1,Stanislav Gross
2623,Economic and Financial Affairs,2004-11-25,2004-11-25,Eduard Janota,MF,Náměstek MF,bezp.,0,Stanislav Gross
2624,"Employment, Social Policy, Health and Consumer Affairs",2004-12-06,2004-12-06,Michael Vít,MZ,Náměstek MZ,-,1,Stanislav Gross
2624,"Employment, Social Policy, Health and Consumer Affairs",2004-12-06,2004-12-06,Zdeněk Škromach,MPSV,MPSV,ČSSD,1,Stanislav Gross
2625,"Transport, Telecommunications and Energy",2004-11-29,2004-11-29,Milan Urban,MPO,MPO,ČSSD,1,Stanislav Gross
2626,Justice and Home Affairs,2004-12-02,2004-12-02,František Bublan,MV,MV,bezp. za ČSSD,1,Stanislav Gross
2626,Justice and Home Affairs,2004-12-02,2004-12-02,Roman Polášek,MS,Náměstek MS,-,1,Stanislav Gross
2627,"Employment, Social Policy, Health and Consumer Affairs - xx",2004-12-06,2004-12-06,data nejsou k dispozici,MS,Náměstek MS,-,1,Stanislav Gross
2628,Economic and Financial Affairs,2004-12-07,2004-12-07,Bohuslav Sobotka,MF,MF,ČSSD,1,Stanislav Gross
2629,"Transport, Telecommunications and Energy",2004-12-09,2004-12-09,Vladimír Mlynář,MI,MI,US-DEU,1,Stanislav Gross
2629,"Transport, Telecommunications and Energy",2004-12-09,2004-12-09,Milan Šimonovský,MD,MD,KDU-ČSL,1,Stanislav Gross
2630,General Affairs,2004-12-13,2004-12-13,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Stanislav Gross
2631,External Relations,2004-12-13,2004-12-13,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Stanislav Gross
2632,Environment,2004-12-20,2004-12-20,Libor Ambrozek,MŽP,MŽP,KDU-ČSL,1,Stanislav Gross
2633,Agriculture and Fisheries,2004-12-21,2004-12-21,Jaroslav Palas,MZE,MZE,ČSSD,1,Stanislav Gross
2633,Agriculture and Fisheries,2004-12-21,2004-12-21,Miroslav Toman,MZE,Náměstek MZE,-,1,Stanislav Gross
2634,Economic and Financial Affairs,2005-01-18,2005-01-18,Bohuslav Sobotka,MF,MF,ČSSD,1,Stanislav Gross
2635,Agriculture and Fisheries,2005-01-24,2005-01-24,Jaroslav Palas,MZE,MZE,ČSSD,1,Stanislav Gross
2636,General Affairs,2005-01-31,2005-01-31,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Stanislav Gross
2637,External Relations,2005-01-31,2005-01-31,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Stanislav Gross
2638,Economic and Financial Affairs,2005-02-17,2005-02-17,Zdeněk Hrubý,MF,Náměstek MF,-,0,Stanislav Gross
2639,"Education, Youth, Culture and Sport",2005-02-21,2005-02-21,Alena Štěrbová,MSMT,Náměstkyně MSMT,US-DEU,0,Stanislav Gross
2640,General Affairs,2005-02-21,2005-02-21,Vladimír Müller,MZV,Náměstek MZV,-,0,Stanislav Gross
2641,External Relations,2005-02-21,2005-02-21,Vladimír Müller,MZV,Náměstek MZV,-,0,Stanislav Gross
2642,Justice and Home Affairs,2005-02-24,2005-02-24,František Bublan,MV,MV,bezp. za ČSSD,1,Stanislav Gross
2642,Justice and Home Affairs,2005-02-24,2005-02-24,Roman Polášek,MS,Náměstek MS,-,1,Stanislav Gross
2643,Agriculture and Fisheries,2005-02-28,2005-02-28,Jaroslav Palas,MZE,MZE,ČSSD,1,Stanislav Gross
2644,"Employment, Social Policy, Health and Consumer Affairs",2005-03-03,2005-03-03,Čestmír Sajda,MPSV,Náměstek MPSV,-,0,Stanislav Gross
2645,Competitiveness,2005-03-07,2005-03-07,Martin Jahn,MPSV,Místopředseda vlády pro ekonomiku,bezp.,1,Stanislav Gross
2646,Economic and Financial Affairs,2005-03-08,2005-03-08,Bohuslav Sobotka,MF,MF,ČSSD,1,Stanislav Gross
2647,Environment,2005-03-10,2005-03-10,Tomáš Novotný,MŽP,Náměstek MŽP,-,0,Stanislav Gross
2648,Agriculture and Fisheries,2005-03-14,2005-03-14,Jaroslav Palas,MZE,MZE,ČSSD,1,Stanislav Gross
2649,General Affairs,2005-03-16,2005-03-16,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Stanislav Gross
2650,External Relations,2005-03-16,2005-03-16,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Stanislav Gross
2651,Economic and Financial Affairs,2005-04-12,2005-04-12,Tomáš Prouza,MF,Náměstek MF,-,0,Stanislav Gross
2652,Justice and Home Affairs,2005-04-14,2005-04-14,František Bublan,MV,MV,bezp. za ČSSD,1,Stanislav Gross
2652,Justice and Home Affairs,2005-04-14,2005-04-14,Roman Polášek,MS,Náměstek MS,-,1,Stanislav Gross
2653,Competitiveness,2005-04-18,2005-04-18,Martin Jahn,MS,Místopředseda vlády pro ekonomiku,bezp.,1,Stanislav Gross
2653,Competitiveness,2005-04-18,2005-04-18,Petr Kolář,MSMT,Náměstek MSMT,-,1,Stanislav Gross
2654,"Transport, Telecommunications and Energy",2005-04-21,2005-04-21,Daniela Kovalčíková,MD,Náměstek MD,-,0,Stanislav Gross
2655,General Affairs,2005-04-25,2005-04-25,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2655,General Affairs,2005-04-25,2005-04-25,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2656,External Relations,2005-04-25,2005-04-25,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2656,External Relations,2005-04-25,2005-04-25,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2657,Agriculture and Fisheries,2005-04-26,2005-04-26,Luděk Stavinoha,MZV,Stále zastoupení,-,0,Jiří Paroubek
2658,Competitiveness,2005-05-10,2005-05-10,Martin Jahn,MZV,Místopředseda vlády pro ekonomiku,bezp.,1,Jiří Paroubek
2659,General Affairs,2005-05-23,2005-05-23,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2659,General Affairs,2005-05-23,2005-05-23,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2660,External Relations,2005-05-23,2005-05-23,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2660,External Relations,2005-05-23,2005-05-23,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2661,"Education, Youth, Culture and Sport",2005-05-23,2005-05-23,Petra Smolíková,MK,Náměstkyně MK,-,0,Jiří Paroubek
2661,"Education, Youth, Culture and Sport",2005-05-23,2005-05-23,Alena Štěrbová,MSMT,Náměstkyně MSMT,US-DEU,0,Jiří Paroubek
2662,Agriculture and Fisheries,2005-05-30,2005-05-30,Petr Zgarba,MZE,MZE,ČSSD,1,Jiří Paroubek
2663,"Employment, Social Policy, Health and Consumer Affairs",2005-06-02,2005-06-02,Zdeněk Škromach,MPSV,MPSV,ČSSD,1,Jiří Paroubek
2663,"Employment, Social Policy, Health and Consumer Affairs",2005-06-02,2005-06-02,Petr Láma,MZ,Náměstek MZ,-,1,Jiří Paroubek
2664,Justice and Home Affairs,2005-06-02,2005-06-02,František Bublan,MV,MV,bezp. za ČSSD,1,Jiří Paroubek
2664,Justice and Home Affairs,2005-06-02,2005-06-02,Pavel Němec,MS,MS,US-DEU,1,Jiří Paroubek
2665,Competitiveness,2005-06-06,2005-06-06,Martin Jahn,MS,Místopředseda vlády pro ekonomiku,bezp.,1,Jiří Paroubek
2665,Competitiveness,2005-06-06,2005-06-06,Petr Kolař,MSMT,Náměstek MSMT,-,1,Jiří Paroubek
2665,Competitiveness,2005-06-06,2005-06-06,Miroslav Somol,MPO,Náměstek MPO,-,1,Jiří Paroubek
2666,Economic and Financial Affairs,2005-06-07,2005-06-07,Bohuslav Sobotka,MF,MF,ČSSD,1,Jiří Paroubek
2667,General Affairs,2005-06-13,2005-06-13,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2667,General Affairs,2005-06-13,2005-06-13,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2668,External Relations,2005-06-13,2005-06-13,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2668,External Relations,2005-06-13,2005-06-13,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2669,Agriculture and Fisheries,2005-06-20,2005-06-20,Petr Zgarba,MZE,MZE,ČSSD,1,Jiří Paroubek
2670,Environment,2005-06-24,2005-06-24,Libor Ambrozek,MŽP,MŽP,KDU-ČSL,1,Jiří Paroubek
2671,"Transport, Telecommunications and Energy",2005-06-27,2005-06-27,Milan Šimonovský,MD,MD,KDU-ČSL,1,Jiří Paroubek
2671,"Transport, Telecommunications and Energy",2005-06-27,2005-06-27,Milan Urban,MPO,MPO,ČSSD,1,Jiří Paroubek
2671,"Transport, Telecommunications and Energy",2005-06-27,2005-06-27,Dana Běrová,MI,Náměstek MI,-,1,Jiří Paroubek
2671,"Transport, Telecommunications and Energy",2005-06-27,2005-06-27,Daniela Kovalčíková,MD,Náměstek MD,-,1,Jiří Paroubek
2671,"Transport, Telecommunications and Energy",2005-06-27,2005-06-27,Martin Pecina,MPO,Náměstek MPO,-,1,Jiří Paroubek
2672,Economic and Financial Affairs,2005-07-12,2005-07-12,Bohuslav Sobotka,MF,MF,ČSSD,1,Jiří Paroubek
2673,Economic and Financial Affairs,2005-07-15,2005-07-15,Bohdan Hejduk,MF,Ředitel skupiny Správa státního rozpočtu MF,-,0,Jiří Paroubek
2674,General Affairs,2005-07-18,2005-07-18,Vladimír Müller,MZV,Náměstek MZV,-,0,Jiří Paroubek
2675,External Relations,2005-07-18,2005-07-18,Vladimír Müller,MZV,Náměstek MZV,-,0,Jiří Paroubek
2676,Agriculture and Fisheries,2005-07-18,2005-07-18,Petr Zgarba,MZE,MZE,ČSSD,1,Jiří Paroubek
2677,Agriculture and Fisheries,2005-09-19,2005-09-19,Petr Zgarba,MZE,MZE,ČSSD,1,Jiří Paroubek
2678,General Affairs,2005-10-03,2005-10-03,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2679,External Relations,2005-10-03,2005-10-03,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2680,"Transport, Telecommunications and Energy",2005-10-06,2005-10-06,Daniela Kovalčíková,MD,Náměstek MD,-,0,Jiří Paroubek
2681,Competitiveness,2005-10-11,2005-10-11,Martin Jahn,MD,Místopředseda vlády pro ekonomiku,bezp.,1,Jiří Paroubek
2681,Competitiveness,2005-10-11,2005-10-11,Petr Kolář,MZV,Náměstek MZV,-,1,Jiří Paroubek
2682,Economic and Financial Affairs,2005-10-11,2005-10-11,Tomáš Prouza,MF,Náměstek MF,-,0,Jiří Paroubek
2683,Justice and Home Affairs,2005-10-12,2005-10-12,Pavel Němec,MS,MS,US-DEU,1,Jiří Paroubek
2683,Justice and Home Affairs,2005-10-12,2005-10-12,František Bublan,MV,MV,bezp. za ČSSD,1,Jiří Paroubek
2684,Environment,2005-10-17,2005-10-17,Tomáš Novotný,MŽP,Náměstek MŽP,-,0,Jiří Paroubek
2685,Agriculture and Fisheries,2005-10-24,2005-10-24,Petr Zgarba,MZE,MZE,ČSSD,1,Jiří Paroubek
2685,Agriculture and Fisheries,2005-10-24,2005-10-24,Jana Reinišová,MZV,Stále zastoupení,-,1,Jiří Paroubek
2686,General Affairs,2005-11-07,2005-11-07,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2686,General Affairs,2005-11-07,2005-11-07,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2687,External Relations,2005-11-07,2005-11-07,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2687,External Relations,2005-11-07,2005-11-07,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2688,Economic and Financial Affairs,2005-11-08,2005-11-08,Tomáš Prouza,MF,Náměstek MF,-,0,Jiří Paroubek
2689,"Education, Youth, Culture and Sport",2005-11-14,2005-11-14,Petra Buzková,MSMT,MSMT,ČSSD,1,Jiří Paroubek
2689,"Education, Youth, Culture and Sport",2005-11-14,2005-11-14,Petra Smolíková,MK,Náměstkyně MK,-,1,Jiří Paroubek
2690,General Affairs,2005-11-21,2005-11-21,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2690,General Affairs,2005-11-21,2005-11-21,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2691,External Relations,2005-11-21,2005-11-21,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2691,External Relations,2005-11-21,2005-11-21,Karel Kühnl,MO,MO,US-DEU,1,Jiří Paroubek
2691,External Relations,2005-11-21,2005-11-21,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2691,External Relations,2005-11-21,2005-11-21,Tomáš Pojar,MZV,Náměstek MZV,-,1,Jiří Paroubek
2692,Agriculture and Fisheries,2005-11-22,2005-11-22,Jan Mládek,MZE,MZE,ČSSD,1,Jiří Paroubek
2693,Economic and Financial Affairs,2005-11-24,2005-11-24,Jan Kohout,MZV,Stále zastoupení,ČSSD,0,Jiří Paroubek
2694,Competitiveness,2005-11-28,2005-11-28,Martin Jahn,MZV,Místopředseda vlády pro ekonomiku,bezp.,1,Jiří Paroubek
2694,Competitiveness,2005-11-28,2005-11-28,Petr Kolář,MSMT,Náměstek MSMT,-,1,Jiří Paroubek
2695,"Transport, Telecommunications and Energy",2005-12-01,2005-12-01,Milan Šimonovský,MD,MD,KDU-ČSL,1,Jiří Paroubek
2695,"Transport, Telecommunications and Energy",2005-12-01,2005-12-01,Dana Berová,MIT,Náměstkyně MI,-,1,Jiří Paroubek
2695,"Transport, Telecommunications and Energy",2005-12-01,2005-12-01,Milan Urban,MPO,MPO,ČSSD,1,Jiří Paroubek
2696,Justice and Home Affairs,2005-12-01,2005-12-01,František Bublan,MV,MV,bezp. za ČSSD,1,Jiří Paroubek
2696,Justice and Home Affairs,2005-12-01,2005-12-01,Roman Polášek,MS,Náměstek MS,-,1,Jiří Paroubek
2697,Environment,2005-12-02,2005-12-02,Tomáš Novotný,MŽP,Náměstek MŽP,-,0,Jiří Paroubek
2698,Economic and Financial Affairs,2005-12-06,2005-12-06,Bohuslav Sobotka,MF,MF,ČSSD,1,Jiří Paroubek
2699,"Employment, Social Policy, Health and Consumer Affairs",2005-12-08,2005-12-08,Čestmír Sajda,MPSV,Náměstek MPSV,-,0,Jiří Paroubek
2699,"Employment, Social Policy, Health and Consumer Affairs",2005-12-08,2005-12-08,Michal Pohanka,MZ,Náměstek MZ,-,0,Jiří Paroubek
2700,General Affairs,2005-12-12,2005-12-12,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2701,External Relations,2005-12-12,2005-12-12,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2702,Agriculture and Fisheries,2005-12-20,2005-12-20,Jan Mládek,MZE,MZE,ČSSD,1,Jiří Paroubek
2703,Agriculture and Fisheries,2006-01-23,2006-01-23,Jan Mládek,MZE,MZE,ČSSD,1,Jiří Paroubek
2704,Economic and Financial Affairs,2006-01-24,2006-01-24,Bohuslav Sobotka,MF,MF,ČSSD,1,Jiří Paroubek
2705,General Affairs,2006-01-30,2006-01-30,Vladimír Müller,MZV,Náměstek MZV,-,0,Jiří Paroubek
2706,External Relations,2006-01-30,2006-01-30,Vladimír Müller,MZV,Náměstek MZV,-,0,Jiří Paroubek
2707,Economic and Financial Affairs,2006-02-14,2006-02-14,Bohuslav Sobotka,MF,MF,ČSSD,1,Jiří Paroubek
2708,Agriculture and Fisheries,2006-02-20,2006-02-20,Miroslav Toman,MZE,Náměstek MZE,-,0,Jiří Paroubek
2709,Justice and Home Affairs,2006-02-21,2006-02-21,František Bublan,MV,MV,bezp. za ČSSD,1,Jiří Paroubek
2709,Justice and Home Affairs,2006-02-21,2006-02-21,Roman Polášek,MS,Náměstek MS,-,1,Jiří Paroubek
2710,"Education, Youth, Culture and Sport",2006-02-23,2006-02-23,Alena Štěrbová,MSMT,Náměstkyně MSMT,US-DEU,0,Jiří Paroubek
2711,General Affairs,2006-02-27,2006-02-27,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2711,General Affairs,2006-02-27,2006-02-27,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2712,External Relations,2006-02-27,2006-02-27,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2712,External Relations,2006-02-27,2006-02-27,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2713,Environment,2006-03-09,2006-03-09,Libor Ambrozek,MŽP,MŽP,KDU-ČSL,1,Jiří Paroubek
2714,"Employment, Social Policy, Health and Consumer Affairs",2006-03-10,2006-03-10,Čestmír Sajda,MPSV,Náměstek MPSV,-,0,Jiří Paroubek
2715,Competitiveness,2006-03-13,2006-03-13,Martin Tlapa,MPO,Náměstek MPO,-,0,Jiří Paroubek
2715,Competitiveness,2006-03-13,2006-03-13,Petr Kolář,MZV,Náměstek MZV,-,0,Jiří Paroubek
2716,Economic and Financial Affairs,2006-03-14,2006-03-14,Tomáš Prouza,MF,Náměstek MF,-,0,Jiří Paroubek
2717,"Transport, Telecommunications and Energy",2006-03-14,2006-03-14,Jiří Bis,MPO,Náměstek MPO,-,0,Jiří Paroubek
2718,General Affairs,2006-03-20,2006-03-20,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2718,General Affairs,2006-03-20,2006-03-20,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2719,External Relations,2006-03-20,2006-03-20,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2719,External Relations,2006-03-20,2006-03-20,Vladimír Müller,MZV,Náměstek MZV,-,1,Jiří Paroubek
2720,Agriculture and Fisheries,2006-03-20,2006-03-20,Jan Mládek,MZE,MZE,ČSSD,1,Jiří Paroubek
2721,"Transport, Telecommunications and Energy",2006-03-27,2006-03-27,Milan Šimonovský,MD,MD,KDU-ČSL,1,Jiří Paroubek
2722,General Affairs,2006-04-10,2006-04-10,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2723,External Relations,2006-04-10,2006-04-10,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2723,External Relations,2006-04-10,2006-04-10,Tomáš Pojar,MZV,Náměstek MZV,-,1,Jiří Paroubek
2724,Agriculture and Fisheries,2006-04-25,2006-04-25,Jan Mládek,MZE,MZE,ČSSD,1,Jiří Paroubek
2725,Justice and Home Affairs,2006-04-27,2006-04-27,František Bublan,MV,MV,bezp. za ČSSD,1,Jiří Paroubek
2725,Justice and Home Affairs,2006-04-27,2006-04-27,Ivo Hartmann,MS,Náměstek MS,-,1,Jiří Paroubek
2726,Economic and Financial Affairs,2006-05-05,2006-05-05,Tomáš Prouza,MF,Náměstek MF,-,0,Jiří Paroubek
2727,General Affairs,2006-05-15,2006-05-15,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2728,External Relations,2006-05-15,2006-05-15,Cyril Svoboda,MZV,MZV,KDU-ČSL,1,Jiří Paroubek
2728,External Relations,2006-05-15,2006-05-15,Martin Bělčík,MO,Náměstek MO,-,1,Jiří Paroubek
2729,"Education, Youth, Culture and Sport",2006-05-18,2006-05-18,Petra Smolíková,MK,Náměstkyně MK,-,1,Jiří Paroubek
2729,"Education, Youth, Culture and Sport",2006-05-18,2006-05-18,Petra Buzková,MSMT,MSMT,ČSSD,1,Jiří Paroubek
2730,Agriculture and Fisheries,2006-05-22,2006-05-22,Jan Mládek,MZE,MZE,ČSSD,1,Jiří Paroubek
2731,Competitiveness,2006-05-29,2006-05-29,Martin Tlapa,MPO,Náměstek MPO,-,0,Jiří Paroubek
2731,Competitiveness,2006-05-29,2006-05-29,Petr Kolář,MSMT,Náměstek MSMT,-,0,Jiří Paroubek
2732,Justice and Home Affairs,2006-06-01,2006-06-01,Miloslav Koudelný,MV,Náměstek MV,-,0,Jiří Paroubek
2732,Justice and Home Affairs,2006-06-01,2006-06-01,Roman Polášek,MS,Náměstek MS,-,0,Jiří Paroubek
2733,"Employment, Social Policy, Health and Consumer Affairs",2006-06-01,2006-06-01,Čestmír Sajda,MPSV,Náměstek MPSV,-,0,Jiří Paroubek
2734,Economic and Financial Affairs,2006-06-07,2006-06-07,Tomáš Prouza,MF,Náměstek MF,-,0,Jiří Paroubek
